platform-group,text,label
Youtube,Ng ppapansin po yan.baka my planong tumakbo.,0
Youtube,ofw ga dapat hindi lib=re kasi nag trtrabaho na sila at sa panahon nato dapat wala ng libre dapat my bayad na ang pulic school kahit 15k lng per month para my budget mga teachers at neronpera yung school,0
Youtube,pinapalancha pa kung magkano makukurakot ng mga nasa ched!,0
Youtube,Sa dami nating buwis kaylangan pa ba ng pawis Juan Makabayan para makalibre ng tuition? Di biro ang mailibre ang tuition kaya impokrito ka kapag di mo iisipin agad na libre na yan.Sinong di matutuwa sa libre na ang tuition? Think baby.,0
Youtube,sa up huwag n ln..magiging aktibista ln huwag na.,0
Youtube,Sherman Madrid. So ang gusto mo matali tayo sa tax natin ngayon? Ang pagaaral ay obligasyon ng magulang sa anak. Kaya lang may libreng edukasyon ay para tulungan ang mga minalas sa buhay. Yun nga masakit diyan. Halos mamatay ka kakatrabaho tapos ang laki ng tax. Tapos sino nakikinabang? Yung mga taong gusto lahat libre na ayaw magsikap at magbanat ng buto. Mga pabigat sa ibang tao. Kapag ganyan hindi talaga tayo aasenso. Dahil ang pinakamalaking liability ng isang bansa ay ang mga tamad na mamamayan.,0
Youtube,SOLUTION: Strict implementation of guidelines for applying for free tuition fee & make it sure that only qualified poor students can avail to this program. Natakot lang yung Ale at yung mga Catholic Schools baka daw mabawasan ang kita nila kung lilipat yung ibang students nila sa Public.,0
Youtube,tim abilion Pero wala kang makikitang aktibista na walang tigil ng reklamo sa La Salle.,0
Youtube,"wag gawein libre ang pag aaral lashat ng bagaysa buhay natin my bayad kahit cellphone load my bayad pag aaral my bayad wala na libre gayun 
pag nag libre lng yan siguradomarami naman mag raraly tulad ng pup at up 
sila lng nag rarally sa gobyerno tapos ilibre mo sila dapat gawing pravate yung up at pup",0
Youtube,"wag nyong isali ang taga UP..total puro rally nmn.cla.wag nlng clang mag aral.mag rally nlng cla buong buhay nila.
mga bayaran.",0
Youtube,wala na ang libre sa panahon na to dapat my bayad na lahat ang libre lng elevator sa mall,0
Youtube,"Wla na kase silang makukurakot ! Mas maganda na yan ,atleast alam natin kung saan mapupunta ang pera ni Juan dela Cruz .",0
Youtube,"Wala na ngang ipasahod Gobyerno sa mga guro, gagawin pang libre kolehiyo? May tamang panahon para dito, sa ngayon ay dapat mag pokus muna ang pamahalaan sa pag aayos ng kalidad ng edukasyon mula Elementarya hanggang High School.",0
Youtube,weeeee wen?pagputi ng uwak.hahaaa,0
Youtube,whosoever plan this idea is not thinking the long term.,0
Youtube,"Wow libre,Ang yaman naman ng pinas,hahaha, not.....",0
Youtube,yong mga walang kaya lang.kahit dito sa japan ang may kaya hindi libre.,0
Youtube,yung iba iasa na lang sa government,0
Youtube,"ung mga mahhirap lng tlg ang
dapat magaral state univ.",0
Youtube,"ung walang kaya lng, alangan nman isali nyu ung my mga kaya. wag lahat.",0
Youtube,3 trillion budget.... 20 billion is less than 1%.There is no victory without sacrifice.,0
Youtube,Again my statement was never to say anything against anybod. If these scholarship are going to payed by giving service to the government in the future then it is your right. Thank you for that enlightenment,0
Youtube,Ano un pati mga pagkain at boarding house allowances ninyo shoulder pa nang gobyerno abay mag banat naman kau nang buto asa lahat sa gobyerno ehh puro ngalang rally ginagawa nang mga taga UP at USTmarunong naman kau mahiya......,0
Youtube,ardee dimalibot that is not the work of the President. He only approves what the lawmakers think is right. That is the work of the legislators. If you polsci subjects in your minors when your were/are in college you would understand the flow,0
Youtube,bkit ako naka grad din sariling sikap at deskarti ni kahit peso wla naman tolong goberno?,0
Youtube,Bakit ano ba masama sa sinabi ko.I have no intentionof macking any of them.Pero may i ask what does ched gets or this country gets inreturn sa scholarship na tinatanggap nila. Added to that statement i never na tama ang ginawa ng ched.,0
Youtube,"bakit ba lahat na lang kelangan ng pulitika, bat di na lang magpasalamat pag may magandang balita, dahil ba kelangan mo gawin dahil sa mga binayad sayo?",0
Youtube,Bakit hindi kasama ang University ko samantalang halos walang aktibista sa amin!! Kung saan pa yung matino haayy gulong ng systema at kapalaran,0
Youtube,Bakit hindi kasama?,0
Youtube,Bat kami wala daw kaming free tuition ngayon? Pina hirapan pa kami masyado sa pag kuha ng mga requirements... Tapos sasabihin ng school namin wala daw kami tuition . 😢😥 ,0
Youtube,Bam Aquino wag mo nmn sabayan yan kc d KYU kasali jan,0
Youtube,BANGTAN SONYEONDAN Kim Deyn Yel kaya nga eh.. tsaka usap usapang na since municipal university tayo yung pera na ibininabayad ng mga studyante eh napupunta sa cityhall yun hahaha baka kailangan ng pera ni mayor,0
Youtube,Boyet Pamatian ganyan dapat ser first and formost tao just like me hinto lahat anak ko sa college wen i suffered stroke 4 boys in college i paid 12k a month for my tax for 28 years as a regidtered mechanical engineer wala akong napala sa govt in return,0
Youtube,"dapat Hindi kasama ang mayayaman,yung lang middle class,lower class, rest....,",0
Youtube,"dapat lang na mag lingkod ka sapaaralankasi free tuition, pati sa bansa ,, anu pag graduate moibabale walamo nalang un",0
Youtube,dapat UP admin e screen niyo yong mga student ninyo.dapat yong studyante lang na hangarin ay maka pag aral at makatapos upang maka tulong sa kanyang pamilya at sa bansa ang karapat dapat bigyan ng libreng tuition. hindi yong mga studyanting ang alam ay mag pa simuno ng pag ra rally o nag ra rally sa harap ng school o lansangan.nag aaksaya lang yang ng mga pera na galing sa buwis na pinag bayad sa kanila.,0
Youtube,"Elsie, are you by any chance referring to UP Diliman? hehehe... I do agree but I think by just firing the school personnel involve then charging them with destabilization in court would make them think twice before corrupting the minds of the students.",0
Youtube,"Elsie, I understand where you are coming from but we should also have to consider the well being of other school personnel that don't have anything to do with it such as maintenance, security, and finance. It is not a good practice to throw away a basket full of apples because there is one bad apple in the mix.",0
Youtube,Free College Education but there is NO BUDGET allocated for it? LOL. This government is one massive joke.,0
Youtube,"freebird, on the contrary I strongly believe in the FREEDOM OF SPEECH and FREEDOM OF EXPRESSION but being a beneficiary of the state through FREE TUITION is a privilege. The student can go to any schools other than state colleges or universities then the student can demonstrates and stages rallies all year long against the government and that will be fine. Have you heard of the expression ""Don't raise a snake for at the end it will bite your hand""?",0
Youtube,"Ganyan naman ang politiko pal aging nanliligaw Ng botante.....responsibilidad po ng magulang mapagtapos ang mga Anak nila.....responsibilidad naman ng pamahalaan na masiguro na pinatutupad ang mga bataa na pakikinabangan ng mga magaaral, na walang kurapsyon...",0
Youtube,gusto mo magpabida na nman?kung gusto nyo tlga yan lahat ng politiko wlang sahod.public servent kayo diba???SERVANT!!!,0
Youtube,Hoy CHED umayos kayu! 6 Months uli na wala kami pambayad...baon na kami sa utang at wala ng pasensya pinagkautangan namin. Kung nag tatratrabahu lang kami hindi naman ganito ang mangyayari dahil sapat ang sweldo namin para sa pangngailangan.,0
Youtube,"I would like to suggest to President Rodrigo Roa Duterte to designate the recently-signed RA 10931 or the Free Tuition Fee Act as ""The Kristel Tejada Law""

It is named after the late UP student Kristel Tejada, who died by suicide last 2013, due to financial problems regarding to her tuition fee

And I hope my suggestion will be materialized...

Thank you.",0
Youtube,If they pay their taxes then they can have all the freedom to protest,0
Youtube,"Its a challenge for you lawmakers to help the president find a budget for this law. Magtulungan kayo, approved na nga ng pangulo, Its for the good yan ng mga students natin. At para dun sa nagsabi na para pakalmahin daw ang students, mind you, please observe the lawmakers at tutukan nyo kung sino ang mageffort na malagyan yan ng budget.",0
Youtube,It's your parents obligation to send you to school...hay naku! Mga demanding 😏,0
Youtube,Kakaiba din ung chris akala mo may pinatago para sabihin na ang haba haba na daw ng pasensya na ibinigay nila. Wow may investment kayo. Matanong ko lang sa khel pinilit ba sa kanya ung scholarship nya. But its a privilage and not a rights,0
Youtube,kala ko ba libre? bat may bayad?,0
Youtube,"kaya mga bata, mag- aral na kayooo..",0
Youtube,Kayu nmn mgamgabata mag aral kyu ng mabuti,0
Youtube,kung alam mo lang brad.. since February walang trabaho at walang pera.. ng dahil sa kto12 yan.. Respect nalang sana.. May mga pamilya yan..,0
Youtube,Kung libreng tuition man sana ibigay nalang sa karadat dapat na nangangailangan.,0
Youtube,Living Allowance turns into Dying Allowance😏 ... Sana magkaroon naman kau ng sense of URGENCY... paano kami makapag aaral ng maayos if wala kaming pera pantustos sa aming pag aaral... Please CHED maawa naman kayo sa amin :(It really cause a lot of MENTAL stRESs to us...😏©,0
Youtube,Magrally naman kayo para magpasalamat sa pangulo natin.,0
Youtube,"May pondo pero wag sana mapunta sa UP lalat. Madami sa provinces ang may masisipag at matinong estudyante na deserve magkaroon ng free educ. Wag sa UP puro rally lang inaatupag. Dun sila humigi sa NGO kung saan sila kasapi, puro rally lng naman alam nila at corruption pgka graduate. Sayang ng taxes na binabayad at napupunta lng sa kanila.",0
Youtube,Meron na naman bagong request Hindi PA nga nagpapasalamat.,0
Youtube,meron yan e bilyon nga ninanakaw sa kaban...pagsisibakin lng mga magnanakaw umpisa kay lagman...,0
Youtube,"mlaking 2long 2 sa mga mahihirap sana pati yun mga anak ng mga NPA na sumuko at gusto mag aral may pagkakataon na
mangarap .",0
Youtube,Nakakainis Na duterte nayanlibre naman ang tuition.,0
Youtube,nakakalungkotisipin na ang ahensya na dapat ay nagbibigay ng morale sa mga educators ay sya pang dahilan ng pa dedemoralized ng mga teachers dahil sa bulok na systema ng CHED.,0
Youtube,naku totoo b yan baka ningas kugon lang,0
Youtube,Noli C NO ! Lawsuits TOO COSTLY FOR TAXPAYERS! JUST SHUT IT DOWN- All or nothing like the the way catholic schools follow rules from their archdiocese.,0
Youtube,Noli C there should ALSO BE A RULE THAT SUC NOT INDOCTRINATE STUDENTS WITH THEIR PREFERRED IDEOLOGY AND BE SHUTDOWN IF THEY ARE CAUGHT DOING SO !!!!,0
Youtube,"Now its up to the congress if this thing will succeed then that is certainly true but if not, well the whole thing might crush the president's reputation i hope it's the former",0
Youtube,oo yung pondo sa chr dyan nilang ilagay,0
Youtube,pera pera naman dyn sa u.p. maybayad dyan. walang libre dyan.,0
Youtube,Please hwag nyo ilibre ang UP,0
Youtube,"Psychopath President NO! This is one MOAM - mother of all moves Du30 did coz he is no longer on campaign mode. Better have rich ( assuming they pay fair taxes) fund their future workforce. The department of education and students recipients of free stuff will NOW NEED TO APT their ANTE and PRODUCE QUALITY HIGH SKILL WORKFORCE. That department would need to work harder than south korea, singapore reported to have students studying incognitotill 1:00 in the morning .",0
Youtube,research research bago mag react si du30 ang pumirma si bam ang author... hirap sa mal edukado... sayang scholarship sayo,0
Youtube,Sana forever ng libre,0
Youtube,Susonod: UP students nagwelga dahil sa overcrowding,0
Youtube,Tapos magbibigay dw c duterte ng libreng college fees??E s scholarship pa lng ng iilan palpak na eh!,0
Youtube,tapos mga buraot lang na mahihirap na estudyante ang makikinabang. Sana ang makinabang dito yung mga karapat dapat.,0
Youtube,"There should be a provision or condition in the bill that if the student participates in any actions or protests against the government , the student should be deemed not qualified to receive free tuition. This is only fair considering that the people taxes are being used to fund this privilege.",0
Youtube,Ugali ng marami yan gusto kabig at pakinabang lang. Kung magtatrabaho ka ng walang sweldo para makabayad do'n natin sabihin na mali ang programa ng gobyerno.,0
Youtube,"Understandable if simple delay dahil my dagdag na requirements dw. However, If gross delay, then ched is inefficient in doing their job dahil dpat my contingency plan cla pg tumagal ung delay. Always have a plan B.",0
Youtube,"until now, delayed parin... 2017 na...",0
Youtube,Wag na ang mga taga UP present lagi yan sa rally hahah,0
Youtube,Wag ng isama sa free tuition fee ang militante kasi nanggulo lang di magandang halimbawa. .......tama po ba......??????,0
Youtube,Wla ding kwenta sinabi pang libre eh pipiliin din pla kht ofw nga magulang kulang p rin ang pinpadal s pamilya s sobrang mahal ng bilihin saan mapupunta perakundi s mga bills bwesit kau,0
Youtube,Wala na kayong isip kundi mgrally ng mgrally nalang..,0
Youtube,Wala pa rn pano kami hnd nman kami 4p's,0
Youtube,walang kwentang scholarship. daming rason LOL.,0
Youtube,Warren 0015 i agree. They should be penalized if they work outside ph and NOT GIVE BACK TO REBUILD ECONOMY. THEY CAN WORK ANYWHERE OUTSIDE PH BUT PAY HIGHER TAXES WITHIN A SPECIFIED TIMEFRAME TO FUND FUTURE YOUTH's Education!!! ( Then they will still be working poor paying high taxes to 2 countries) !!!,0
Youtube,YAN ANG MAHILIG MAGRALLY!!!MGA ANAK NU PAPAGARALIN NG LIBRE DAHIL SA PANGULO!!!!MAG RALLY PA KAU NYAN WALA NA TALAGA KAUNG HIYA NYAN,0
Youtube,"Yeah its a privilege not right, but you know sir, this program is designed to help displaced employees during k12 transition period. The purpose of the program itself should be a basis of why we are ranting. Yes, you may be right, kaming pinatago. But you know, it is bounded by the contract, by the time that they go back po to the respective University after successfully completing this program, sino ba yung mga taong ito? Sila lang naman yung mga guro na huhubog sa mga bagong henerasyon dala dala ang kanilang natutunan sa graduate school. They will shape the mind of the students which plays significant role to the national development. Kaya tayo nawawalan ng magagaling na empleyado eh kung ganyan ang sistema.",0
Youtube,"Yeah right, it is a ""Privilege""..so CHED should take the ""Responsibility"" because we're doing ours.",0
Youtube,yeah... bakit hindi hinnigi ang required coe at deloading documents last summer? bakit kailangan pa sa september ina announce? delaying tactics talaga...,0
Youtube,"yes scholars are not forced but had known beforehand that this would be the situation after taking this grant, would have not applied nor continued with the scholarship. if only not obliged to return the allowance previously received or pay for the tuition fees for the previous sems enrolled, would have stopped already.",0
Youtube,"Yolanda affected kami dito sa Catbalogan Samar, single parent mama ko, siya bumubuhay sa lima ko pang mga kapatid, pangalawa ako sa aming magkakapatid at working student ako tapos hindi ako kasali sa lista eh nagpasa naman ako ng mga requirements para maka-avail. Nakakalugnkot isipin, malaking tulong pa naman tong financial assistance sa pag-aaral ko :-(",0
Twitter,Naiinggit ako sa mga TES grantees na nakakuha ng 20k punyatera.,0
Twitter,Mag duol2 diay kos TES GRANTEES karon do kay murag daghan silag dats,0
Twitter,Grabe sad ning ubang TES grantees uyy. Hayahay paman ug kahimtang kaysa nako. Unsa kahay qualifications sa CHED ayy?,0
Twitter,"LIBRE PERO MAY BAYAD? 

CHED & UNIFAST released a memo containing 141 ""disallowed fees"" or fees not covered by Free Education law & can be collected from the students by state universities _ & colleges. 

photos from PUP OSR",0
Twitter,"Sa huli, isa ulit ito sa napakaraming atake sa ating kabataan. Kaya wasto lang na singilin si Duterte, ang CHED at UniFAST sa walang tigil na pasakit sa ating mga kabataan. 

#FreeEdukNow",0
Twitter,NGANONG WA MAN KO NAPILI SA TES GRANTEES OY POGA KASAYANG DYUD SA 20K UGHHHHHHHHHHH,0
Twitter,"Dghanag issue aning about TES grantees oy, paghilom mo di na inyong kwarta ay mo pagbuot ug unsaon nilang kwarta lol",0
Twitter,Un bang ched scholar ka na grad..tapos wala ka kapulos sa unifast!!! Hustisya,0
Youtube,"(read Me)! I'm complaining about this Program...

good evening po sir/Ma'am, isa po ako sa napili na bigyan nang CHED sa tertiary education subsidy. makakatanggap po kami nang 40k, sa pagkakaalam ko po november, 2018 pa po na release ang pera sa mga university gaya po nang pinapasukan ko. ang problema po e hanggang ngayun February 12, 2019 na ay hinde parin binibigay nang school namin ang sinasabing 40k, e rereklamo ko po lang sana kasi po sa lahat nang university dito sa surigao del sur. kami nalang po ang hinde nabigyan, sa kadahilanang tinatago po nang school namin yung pera nang government na dapat ebigay na sana sa mga scholar gaya ko, marami silang dahilan hanggang ngayun hinde parin nila binibigay ang pera sa mga scholar. ang name po nang school namin SURIGAO DEL SUR STATE UNIVERSITY LIANGA CAMPUS (SDSSU).. kung natanggap nyu po ang minsahe ko hinihiling ko lang po sana na wag epalabas ang pangalan ko, kasi po natatakot po ako na baka pag enitan po ako nang school namin at tatanggalin nila ako sa scholar at sa school.ginawa ko lang po etong mensahi na to kasi po hinde tama yung ginagawa nang school namin at naaawa narin ako sa mga kasamahan ko na pa ulit2 na po nilang pinapaasa sa mga dahilan nila.. thank you po and God bless...",0
Youtube,alisin na 'ang scholarship na 'yan total puro naman rally ginagawa ng mga studyante lalo na d'yan sa U.P.,0
Youtube,Andaming walang kwenta mga senador.,0
Youtube,Dapat lang. dapat pa nga tangalinyan ganun din naman ginagastsan ng governopagkatapos mag raraly dina papasok sa klasepara ano pa.,0
Youtube,"Kailangan ng Pilipinas na skilled ang mga mamamayan. Ang mga kasalukuyang estudyante ay ang mga magiging entrepreneurs, scientists, artists at statesmen ng Pilipinas.",0
Youtube,"Kung edukado kayong mga UP d niyo gagawin niyan. Be professional. Tsk. Your the number 1 school in the Philippinesbut you have no manners at all. Why their are activities like rally UP? Why? Pano uunilad ang bansa kung lagi nalang kayo reklamo. Sa lahat ng universities kayo lang nagrereklamo na may rally2 pa. Iba ngang mga universities nagrereklamo pero may mga utak sila. Rumerespeto. Tama bang gawin yung pag ba vandal, yung d pag respeto sa pangulo. Noon bilib na bilib ako. Ganyan ba kayo tinuruan ng magulang niyo? So sad nalang sa mga magulang na mga estudyante na nag rarally. Kakaawa. Naghihirap para ipaaral ang kanilang anak pero Hindi nila alam anak nila nag rarally",0
Youtube,Nice mga ka de de es..,0
Youtube,No up scholarship,0
Youtube,Tapos ayaw mag trabaho satin pagkatapos.,0
Youtube,Tutal naman nalulusotan ng druga ang custom... ibenta nyo Yung nasabat... 6.4 bilyun yun... so dagdag nyo na dyan aa budget nyo.. 😂😂😂 Kaysa yung druglord ang nakinabang lang..😂😂😂 may pondo kyo..,0
Youtube,"Yung sweldo ni mocha na daang libo pakibigay na lang po sa mga batang scholar pls lang po, sana po ang taxpayer pwedeng mamili kung saan nila ilalagay yung tax na tinanggal sa kanila",0
Twitter,"TES Grantees, makapaapal kayo lol. Agilebre kay to garuden a ",0
Twitter,"yo i think unifast and ched just did sth drastic,,,",0
Twitter,"Pwede po mag retake ng scholarahip exam? HAHAHAHAHAHUHUHUHU bat kase hindi ko sineryoso? :'< Sayang din pala eon, ngayon tuloy ched at unifast na lang ako last hope ko.",0
Twitter,ang tanging pagasa ay CHED at UNIFASTnalng !,0
Twitter,"10k scholarship grant for graduates na currently enrolled sa review school. And dun daw ulit ibibigay sa Php20,000 TES Grantees na most of them naman obviously ginagamit lang sa luho. Okay lang naman kung sa deserving talaga napupunta e. kaso hindi",0
Twitter,plp later for the ched orientation unifast hehe issa big yes to free tuition!!!,0
Twitter,walang samaan ng loob sa nakagraduate na pag naremove sa gc ng TES Grantees,0
Twitter,BAT WALA AKO SA LIST NG TES GRANTEES? it's so ampeyr!,0
Twitter,"At yun na nga at tumigil ang mundo 
Nang nawala ang list q xa TES grantees Waeyo?",0
Twitter,"My greetings to the officials. 
@PhCHED
 I would like to ask if the grantees of TES is not consistent? I am grantee last year but this year I am not. Me and my family were very sad because it really helps us a lot especially to my studies. But it turns out like this.",0
Twitter,"Wala pa ang CHED, wala pa din balita lung approved ba unifast ko. Finding 10k ulit. Exam na naman ",0
Twitter,Sakit kaayo sa buot bay wa nako nakita ang ngalan nako sa tes grantees,0
Twitter,Sir not all students have capacity to buy their own laptops and not all students are tes grantees. Maluoy ka gad.,0
Twitter," DOST-SEI 
 CHED

to be follow nalang yung UNIFAST guys HAHAHAHAHAHAHAHAHA",0
Twitter,"may papasko daw mga TES Grantees sa landbank, hustisya para sa mga TDP hahahahaha ano na Ched?",0
Twitter,Problema sa TES grantees na Halos langon negative thoughts sa admin. Pwede problemahin lang natin yung release ng pera wag na tayo mag open ng thoughts about sa admin.Pka promote so mindset o innocent.,0
Twitter,"Dear CHED,
Sabi po sa balita nung 2019 kaya di pa daw po dumadating yung para sa mga unifast grantees eh kasi na late daw ang pagbibigay ng subsidy. 2020 na po ngayon, na late din po ba ang New Year niyo? 

Happy new year.",0
Twitter,Ang sad naman ng TES Grantees. Hindi na daw kasama graduatesPaano yung inutang lang yung pang tuition.,0
Twitter,yawa ako ozamiz friends mga tes grantees hahahahahahaha kita tawn ani balaw sud-ag itlog kay wa nay balon peste,0
Youtube,"dti nga po sa Zamboanga Sibugay 
sa WMSU yung nasali sa ched e yung may mga kaya naman ehh yung iba pa d naman po kasali sa 4pes bakit po ganon",0
Youtube,Ehh pano naman po Yung talagang mahirap ehh di pa napili sa TES,0
Youtube,Halo po isa po ako sa na biyayaan nang TES nang ChED po peru na gulat nlng kami na sa school namin tinanggal yung 609 students at kasali na po ako don sa mga na tanggal. Meron naman po kaming pinirmahan na papers po Na tutulong sila hanggang gagraduate kami.,0
Youtube,Pano po Kong hnd lahat 4ps at willing naman ponagustong messagearal ang mga bata,0
Twitter,"Sa mga nag aantay sa UNIFAST, napanood ko ung interview kay CHED Commissioner, wala pa daw sa komisyon ang pera. Bahala na po kaung umintindi dun.",0
Twitter,wala pa man yung ched unifast ang dami ko ng utang,0
Twitter,swerte naman ng mga TES grantees. 80k wooah,0
Twitter,naglabas ule ng bagong batch ng grantees ang TES and guess what wala parin maryhill hehe galeng,0
Twitter,"anuena ul wala pa bang list ng tes grantees??? lyceum meron na, pasok sa banga ang aking mga fwends.",0
Twitter,"STAY SAFE AT STAY AT HOME nalang sa mga hindi TES GRANTEES.

*SANA ALL TES GRANTEE",0
Twitter,"Tas putcha lang ha cancelled tanan ang scholarship sa UNIFAST OG CHED this year, tas ang uban schools nag demand og increase sa tuition fee, mag unsa nalang mi ani?",0
Twitter,Gajoke lang ko dati nga basi gigamit na sa emergency fund para sa pandemic ang amon unifast tas natuod gid man gali? Hahahahaha ched,0
Twitter,mapapa sana all ka na lang talaga sa mga TES grantees,0
Twitter,"Medyo heartbroken ako kan nahiling ko master list kan TES grantees sa school, nagparahalat sana kami, nagparaasa, and nata kaipuhan iannounced na kabaLi kami kung at the end mau man palan. Makulugon man daw mag-asa ",0
Twitter,Bumabaliktad sikmura ko sa update ng TES grantees amp,0
Twitter,nakakabitter naman dito sa school. Sana ol talaga TES Grantees,0
Twitter,"nagsugod na ug release ang USeP para sa mga TES grantees, hmmm wa koy bag o nga GC about sa TES, so wa ko ani? HAHAHA pero muasa ko gamay kay need gyud nko ug kwarta karun ",0
Twitter,"11:11
Please ma release na ang CHED UNIFAST",0
Twitter,"haduy it na mga rants hit EVSU Students about hit TEShuna adat nira nga gutiay la hira na grantees, it iba ngan na dire grantees nagpapaka-survive man... di nala namimiling hin alternatives ",0
Twitter,Naol may tulong dunong at ched TES hahahahahaha,0
Twitter,kasuya ra gud ning mga TES grantees oy. 20k lamang,0
Twitter,"So nag-update na pala yung Ched & UniFast about scholarship eme,ang diko lang magets
Saan galing yung '44,224' new grantees? Eh nung nagapply kami di sila tumatanggap non :<<< can somebody please enlighten me :<",0
Twitter,dto ung pamamalakad sa probinsya.. sht! Kung wala kang kapit nd ka maisikaso. Sana ol TDP/TES grantee,0
Twitter,makulugon sa boot na maaraman na dae na naman kami kabali sa list kang mga makakakua ngunyan sa TES. Samantalang si nakakua last year makakakua na naman. Tapos duman sa additional na grantees dae kami nakabali.,0
Twitter,"Dear CHED & GOV. ABET,

GOOD DAY PO NAHANAP KO NA PO ANG COR KO. PWEDE NIYO NA PO AKO ISALI SA CHED UNIFAST AT REFUND NI GOV",0
